model,DV,layer,b_prag,p_prag,b_sim,p_sim,b_mult,p_mult,b_mult_sd,p_mult_sd,R2,n
DS-V2-Lite,caa_per_layer_l2,26,0.2060988855475985,0.30399896238055557,-0.03445801710598035,0.8817813198766236,-0.32753088546950093,0.08930800875956393,0.32274114546948235,0.007391993013616764,0.2945993673842914,45
DS-V2-Lite,caa_per_layer_l2,27,0.3130801299402981,0.16264740231046937,-0.14468705339608026,0.5490757506969128,-0.10350792214367374,0.4471233159464383,0.2323129839921784,0.10520316699300973,0.11678319348176969,45
DS-V2-Lite,caa_per_layer_cosine,0,,,,,,,,,,45
DS-V2-Lite,caa_per_layer_cosine,1,-0.5528826867210077,0.003052862963222756,0.4938409892301813,0.0031439829740937063,0.1262043954573912,0.4738984859290959,-0.1439568731493199,0.5165663531746918,0.12109911108604854,45
DS-V2-Lite,caa_per_layer_cosine,2,-0.39402699025757215,0.0757156591110651,0.4955657296520438,0.0076187140197569,0.09834164256290093,0.642223631471643,-0.2920243884992232,0.09928324809401837,0.1708704343489823,45
DS-V2-Lite,caa_per_layer_cosine,3,-0.3513968121258167,0.12879061367337766,0.5005897345062693,0.014511981336537905,0.3202784836428548,0.09126239242017892,-0.11157475365986662,0.45676942346056026,0.2012276631631208,45
DS-V2-Lite,caa_per_layer_cosine,4,-0.5911342602257852,0.011694383437695174,0.8498412874952554,2.6732243400557146e-05,0.12159343422567322,0.5089364775977612,-0.06888751641343945,0.6402092806302223,0.22314281219522514,45
DS-V2-Lite,caa_per_layer_cosine,5,-0.6053119237030082,0.001291960868873219,0.7995195310068128,4.298722527075061e-06,0.105630593234029,0.65618686724083,-0.12188752818024626,0.5570238374140772,0.19776082968991793,45
DS-V2-Lite,caa_per_layer_cosine,6,-0.6210904319701984,0.0043900598868936705,0.6579228724667296,0.0009407248979975786,0.28126927738787183,0.3005940505073764,-0.18030518848513255,0.3396856863051587,0.24568117105277287,45
DS-V2-Lite,caa_per_layer_cosine,7,-0.4801416315258636,0.007021815880234078,0.5631009445583183,0.0004055821696560382,0.23212055759057543,0.24707096426072417,-0.2515105545994238,0.10220160319255925,0.223993238904029,45
DS-V2-Lite,caa_per_layer_cosine,8,-0.4341577670362549,0.0031082106241742246,0.336529996034745,0.004440508692294248,0.19296417092594823,0.4644751455485986,-0.29051126996824644,0.10633741308822556,0.19720525382207776,45
DS-V2-Lite,caa_per_layer_cosine,9,-0.35591742579270197,0.048880873887584386,0.204064305998846,0.15654741801758465,0.21448834508323864,0.3804227199135424,-0.15922882121813095,0.4191194694798558,0.1303299938290572,45
DS-V2-Lite,caa_per_layer_cosine,10,-0.28187984643106634,0.17495882007872354,0.26686019171561687,0.17171816585155342,0.018682505144057726,0.923309654543255,-0.25040805333190574,0.19492181689989885,0.08542380796323612,45
DS-V2-Lite,caa_per_layer_cosine,11,-0.04564920932354813,0.8508397096188176,-0.017358555658616565,0.9466843595905248,0.10847381797710305,0.6746851895307672,-0.1861961791338167,0.3459242085260458,0.06009881880541479,45
DS-V2-Lite,caa_per_layer_cosine,12,-0.014797208197841735,0.9527133645444752,0.13854740940257737,0.6397068064244771,0.08642158415951415,0.6763182287066143,-0.25316821400163225,0.1166272776398268,0.09814489203808408,45
DS-V2-Lite,caa_per_layer_cosine,13,-0.007315954520435222,0.9766474969020922,0.07548039852795302,0.813288918733002,0.08089124796922019,0.6734947931695053,-0.25321789965755254,0.11125335516434895,0.0854972638457473,45
DS-V2-Lite,caa_per_layer_cosine,14,0.014906626816058477,0.950903612096745,-0.03235532035957932,0.9212553358463222,0.10718269542114138,0.5488339845163546,-0.28324883627066105,0.05732228102128548,0.10703434272656998,45
DS-V2-Lite,caa_per_layer_cosine,15,-0.04985194462661277,0.8176937058578602,0.011464679312506748,0.9670817651716521,0.12133217262125325,0.4279700905350623,-0.34519305867341626,0.007029417164383638,0.1560385320102693,45
DS-V2-Lite,caa_per_layer_cosine,16,-0.06480525163355924,0.7561191743650008,0.03606580635200807,0.8888908334113702,0.12585679570258335,0.42823978016106434,-0.3655326642159315,0.004869536179659079,0.17345200538300687,45
DS-V2-Lite,caa_per_layer_cosine,17,-0.08809584688376318,0.6718511198061925,0.04598721898501468,0.8539914676224115,0.15326759811653695,0.38725133401939593,-0.4014179905153602,0.0012960601265945924,0.21763375759868808,45
DS-V2-Lite,caa_per_layer_cosine,18,-0.1273871602004881,0.5332125184773082,-0.011237428483466178,0.963749167797676,0.1985877966843958,0.24893613330055575,-0.4103473210883542,0.00041576269192025505,0.26661387711174966,45
DS-V2-Lite,caa_per_layer_cosine,19,-0.14813924199803083,0.4806746952861529,-0.046485717448721736,0.8533603572993754,0.2079012095923547,0.21664535701392584,-0.3761929653718542,0.0008689776810399682,0.259150829189732,45
DS-V2-Lite,caa_per_layer_cosine,20,-0.15899524907888982,0.4633954379913726,-0.026760854776500392,0.9129239231100293,0.15614888200389074,0.34374520169772205,-0.3938484590948784,0.0015725992326904201,0.24303323144044298,45
DS-V2-Lite,caa_per_layer_cosine,21,-0.16226206839373924,0.45846239899925756,-0.06981953388829706,0.7754141353271733,0.14946868992913528,0.3772397688743331,-0.3791565961536788,0.002169566055795376,0.24475785021814644,45
DS-V2-Lite,caa_per_layer_cosine,22,-0.19403367103335054,0.38714631780627196,-0.051727843646120625,0.8331761846670381,0.14161356995818677,0.421299321722331,-0.3665165098642995,0.002989383606484462,0.23758602355443392,45
DS-V2-Lite,caa_per_layer_cosine,23,-0.23130084690591673,0.2932833881978837,-0.005360504233984098,0.9821547472983718,0.1624930580114288,0.3979378776740261,-0.3176499640992502,0.016180286400775186,0.20829309051749434,45
DS-V2-Lite,caa_per_layer_cosine,24,-0.26613735460162297,0.231952005383402,0.039130074351590355,0.8708704662462299,0.17009634369628251,0.4223855183269515,-0.2730437701910051,0.05942103817453405,0.18053664075136489,45
DS-V2-Lite,caa_per_layer_cosine,25,-0.27491457123374685,0.20982998529825891,0.07641648465518582,0.749628708755611,0.1990029760759442,0.33228564703520513,-0.2636641969107217,0.06442266001003316,0.1797914610383351,45
DS-V2-Lite,caa_per_layer_cosine,26,-0.3011926139761469,0.17620712449974474,0.11315024368539314,0.6513044186718238,0.20005346252923784,0.29825364744096916,-0.2605696205824722,0.06761834238725438,0.1778288234321952,45
DS-V2-Lite,caa_per_layer_cosine,27,-0.3486806618494086,0.1819261036363966,0.25270781386144436,0.39067695893949383,0.16203433954445562,0.21357599708739183,-0.23686264096283013,0.04043144449861757,0.1336401955301013,45
DS-V2-Lite,beam_per_layer_cosine,0,-0.14396527565162348,0.49726306220654104,0.26665234873912524,0.3393498720240584,0.08721784694220965,0.5138955396131744,-0.26254594464603265,0.007322027008403557,0.11294703030138009,45
DS-V2-Lite,beam_per_layer_cosine,1,-0.18185860517137176,0.4393992170262562,0.27804224924737886,0.35672958335333393,0.09373330252005434,0.4837006265016677,-0.2495324455124903,0.014805848471841685,0.10511507208547188,45
DS-V2-Lite,beam_per_layer_cosine,2,-0.2221905651950269,0.3391475182058775,0.2989587310004428,0.2833738733668951,0.05600514012205522,0.697016698818864,-0.2530145781688732,0.01556819682674391,0.0975234945896647,45
DS-V2-Lite,beam_per_layer_cosine,3,-0.36360411662617953,0.18826537536305044,0.4298518195607422,0.07113718242214817,0.07366640424373996,0.7366584001466113,-0.15169206646592162,0.23326226276610018,0.07955139346532514,45
DS-V2-Lite,beam_per_layer_cosine,4,-0.5000945880873967,0.0904481527976069,0.5815793311758248,0.026297762426036077,0.0021636099339182036,0.9895881590012895,-0.1396426777762474,0.22609710510377612,0.10304702416922296,45
DS-V2-Lite,beam_per_layer_cosine,5,-0.5037883186600118,0.08446308677909665,0.5904393880605862,0.023226130122094346,0.005195368219928206,0.9753036183429706,-0.13701134684517532,0.21006605158989045,0.10515573656672439,45
DS-V2-Lite,beam_per_layer_cosine,6,-0.47631722021201556,0.09593612786407774,0.5554490405022015,0.03006107978752151,0.011383815273980996,0.9458440929637626,-0.15288577403487819,0.15675593629777054,0.10043921865278849,45
DS-V2-Lite,beam_per_layer_cosine,7,-0.458658787785454,0.10392990302766815,0.5293851272938513,0.03127938259196344,0.0042826545510450675,0.9799461950188044,-0.1518152733508368,0.18795345866811197,0.09246439039505228,45
DS-V2-Lite,beam_per_layer_cosine,8,-0.451015212241408,0.11127551058769718,0.5190808179423365,0.03915797081302073,-0.0021189168925948854,0.9898531058855625,-0.16379700371585199,0.14638849557297054,0.09307959707287128,45
DS-V2-Lite,beam_per_layer_cosine,9,-0.4494376310083729,0.11146861703687086,0.5131743351043733,0.037923082413855544,0.0030028967218166946,0.9851769094465355,-0.17216049016598048,0.11718709059763398,0.09483030935697434,45
DS-V2-Lite,beam_per_layer_cosine,10,-0.4393530051393573,0.11255804954209796,0.49115993888329335,0.04236462199486116,0.014968172701488855,0.9298098300329762,-0.1678883412083524,0.14377929185651314,0.08927457176253129,45
DS-V2-Lite,beam_per_layer_cosine,11,-0.4246319609445624,0.13637816094363067,0.48295994023581795,0.0551762265587601,0.017752839000970327,0.9147033005310452,-0.14741612916438607,0.17448792327250096,0.08085291741512435,45
DS-V2-Lite,beam_per_layer_cosine,12,-0.37677163340605613,0.18035684394165774,0.4510234987693271,0.06369535988784304,0.016735773470198972,0.9231740404647107,-0.1447477341663922,0.20872880245259706,0.07277856891644952,45
DS-V2-Lite,beam_per_layer_cosine,13,-0.3469766831162941,0.2126119240111619,0.41615304310787626,0.09099637681599058,0.05131979018027008,0.7636694261842021,-0.16424777946589775,0.14517178935009892,0.07663524212152817,45
DS-V2-Lite,beam_per_layer_cosine,14,-0.3084985029328521,0.26078739911570714,0.37636935708501656,0.12374817213005564,0.042724736257416226,0.8082338051403117,-0.16086327081664104,0.21201708388622942,0.0663199099713282,45
DS-V2-Lite,beam_per_layer_cosine,15,-0.31818766302855833,0.2528012556784146,0.38639030366074323,0.10700484372167116,0.02564697712925111,0.8863949764797041,-0.16031966536718112,0.23858851645264156,0.06547293404201693,45
DS-V2-Lite,beam_per_layer_cosine,16,-0.31041059200294285,0.2692218105611116,0.3951501576500908,0.10221537329878903,0.03287359348865948,0.8509515899598663,-0.18063358451115238,0.1776058975952688,0.0761711249078928,45
DS-V2-Lite,beam_per_layer_cosine,17,-0.3212633197627486,0.24198003704214643,0.4103228355897722,0.0840761191188369,0.06362370054874274,0.7355621360485147,-0.18151334872905522,0.1959599865064675,0.08537663325955847,45
DS-V2-Lite,beam_per_layer_cosine,18,-0.3477539110606444,0.20948950350146023,0.4535579786555525,0.05997053921963848,0.060374583660841405,0.7404788500305892,-0.19676543911613809,0.13719877183368706,0.10100485615544907,45
DS-V2-Lite,beam_per_layer_cosine,19,-0.3499456640288167,0.19866434785259968,0.46862272188417997,0.04868179181167372,0.06785670058068217,0.6936447466950301,-0.2023495794922643,0.13406503863697916,0.1096439209249217,45
DS-V2-Lite,beam_per_layer_cosine,20,-0.3932675057071343,0.14780823778473023,0.5220544446592279,0.03247854367333814,0.07876537647362031,0.6388829408282509,-0.2193121955235699,0.07665825557367624,0.1335379415877339,45
DS-V2-Lite,beam_per_layer_cosine,21,-0.4018613314952118,0.12434432187185357,0.5430375403231721,0.02712029275895183,0.10869534856155161,0.5182946860506306,-0.2263161181887559,0.08691780146738469,0.15261514764025697,45
DS-V2-Lite,beam_per_layer_cosine,22,-0.40660456632481246,0.11842765079334289,0.5449278832420051,0.03013150082718092,0.09777016493887451,0.5601922502446066,-0.21519790425854612,0.12659342559012385,0.14379064545411757,45
DS-V2-Lite,beam_per_layer_cosine,23,-0.408452762801322,0.10050544816324634,0.560354093164266,0.02749583196301569,0.11278365575412078,0.5004479901058776,-0.2202237234173359,0.11968152579352524,0.15687134820576443,45
DS-V2-Lite,beam_per_layer_cosine,24,-0.3826312947612306,0.09571213100877918,0.5567508933856762,0.033937882255616385,0.12035373857752427,0.4826133082996862,-0.21156230982991334,0.15162674725496103,0.15826395135062088,45
DS-V2-Lite,beam_per_layer_cosine,25,-0.3200860116494091,0.07252016389303421,0.508378650441746,0.06470437261191883,0.14243656206477348,0.3434944244497241,-0.20853128221283324,0.1473887906668306,0.15673345486251478,45
DS-V2-Lite,beam_per_layer_cosine,26,-0.12422230614459538,0.16289477426615728,0.3370125204083729,0.23094001626773664,0.08155081435503295,0.327369403126507,-0.1764089005610874,0.22930863889878872,0.10115171065183282,45
DS-V2-Lite,beam_per_layer_cosine,27,-0.1683358099329037,0.1122851621879939,0.32936934815173347,0.22589989955036494,0.10114503332816131,0.23008693633893895,-0.2235538333815047,0.12083185993365815,0.11185624769208835,45
